poll_id,ags,municipality_name,metric,kommone_value,statla_value,delta
2,08126045,"Krautheim, Stadt",reported_precincts,,6,
2,08126045,"Krautheim, Stadt",total_precincts,,9,
2,08126045,"Krautheim, Stadt",voters_total,1151,1151,0.0
2,08126045,"Krautheim, Stadt",valid_votes,1147,1147,0.0
2,08126046,"Künzelsau, Stadt",reported_precincts,,10,
2,08126046,"Künzelsau, Stadt",total_precincts,,15,
2,08126046,"Künzelsau, Stadt",voters_total,2192,2192,0.0
2,08126046,"Künzelsau, Stadt",valid_votes,2177,2177,0.0
2,08126047,Kupferzell,reported_precincts,,0,
2,08126047,Kupferzell,total_precincts,,6,
2,08126047,Kupferzell,voters_total,215,0,215.0
2,08126047,Kupferzell,valid_votes,214,0,214.0
2,08126056,Mulfingen,reported_precincts,,8,
2,08126056,Mulfingen,total_precincts,,9,
2,08126056,Mulfingen,voters_total,2327,1909,418.0
2,08126056,Mulfingen,valid_votes,2307,1892,415.0
2,08126058,"Neuenstein, Stadt",reported_precincts,,1,
2,08126058,"Neuenstein, Stadt",total_precincts,,6,
2,08126058,"Neuenstein, Stadt",voters_total,772,324,448.0
2,08126058,"Neuenstein, Stadt",valid_votes,769,323,446.0
2,08126060,"Niedernhall, Stadt",reported_precincts,,0,
2,08126060,"Niedernhall, Stadt",total_precincts,,2,
2,08126060,"Niedernhall, Stadt",voters_total,0,0,0.0
2,08126060,"Niedernhall, Stadt",valid_votes,0,0,0.0
2,08126066,"Öhringen, Stadt",reported_precincts,,6,
2,08126066,"Öhringen, Stadt",total_precincts,,21,
2,08126066,"Öhringen, Stadt",voters_total,2404,1464,940.0
2,08126066,"Öhringen, Stadt",valid_votes,2390,1454,936.0
2,08126069,Pfedelbach,reported_precincts,,3,
2,08126069,Pfedelbach,total_precincts,,11,
2,08126069,Pfedelbach,voters_total,908,908,0.0
2,08126069,Pfedelbach,valid_votes,905,900,5.0
2,08126072,Schöntal,reported_precincts,,4,
2,08126072,Schöntal,total_precincts,,10,
2,08126072,Schöntal,voters_total,810,665,145.0
2,08126072,Schöntal,valid_votes,799,658,141.0
2,08126085,"Waldenburg, Stadt",reported_precincts,,3,
2,08126085,"Waldenburg, Stadt",total_precincts,,7,
2,08126085,"Waldenburg, Stadt",voters_total,391,391,0.0
2,08126085,"Waldenburg, Stadt",valid_votes,390,387,3.0
2,08126086,Weißbach,reported_precincts,,2,
2,08126086,Weißbach,total_precincts,,3,
2,08126086,Weißbach,voters_total,849,441,408.0
2,08126086,Weißbach,valid_votes,841,438,403.0
2,08126094,Zweiflingen,reported_precincts,,0,
2,08126094,Zweiflingen,total_precincts,,2,
2,08126094,Zweiflingen,voters_total,0,0,0.0
2,08126094,Zweiflingen,valid_votes,0,0,0.0
2,08127008,Blaufelden,reported_precincts,,2,
2,08127008,Blaufelden,total_precincts,,7,
2,08127008,Blaufelden,voters_total,497,497,0.0
2,08127008,Blaufelden,valid_votes,496,495,1.0
2,08127009,Braunsbach,reported_precincts,,2,
2,08127009,Braunsbach,total_precincts,,5,
2,08127009,Braunsbach,voters_total,554,554,0.0
2,08127009,Braunsbach,valid_votes,552,552,0.0
2,08127012,Bühlertann,reported_precincts,,1,
2,08127012,Bühlertann,total_precincts,,5,
2,08127012,Bühlertann,voters_total,597,103,494.0
2,08127012,Bühlertann,valid_votes,594,103,491.0
2,08127013,Bühlerzell,reported_precincts,,0,
2,08127013,Bühlerzell,total_precincts,,3,
2,08127013,Bühlerzell,voters_total,0,0,0.0
2,08127013,Bühlerzell,valid_votes,0,0,0.0
2,08127014,"Crailsheim, Stadt",reported_precincts,,9,
2,08127014,"Crailsheim, Stadt",total_precincts,,28,
2,08127014,"Crailsheim, Stadt",voters_total,3969,3072,897.0
2,08127014,"Crailsheim, Stadt",valid_votes,3943,3052,891.0
2,08127023,Fichtenberg,reported_precincts,,0,
2,08127023,Fichtenberg,total_precincts,,2,
2,08127023,Fichtenberg,voters_total,0,0,0.0
2,08127023,Fichtenberg,valid_votes,0,0,0.0
2,08127025,"Gaildorf, Stadt",reported_precincts,,3,
2,08127025,"Gaildorf, Stadt",total_precincts,,10,
2,08127025,"Gaildorf, Stadt",voters_total,1138,1138,0.0
2,08127025,"Gaildorf, Stadt",valid_votes,1127,1127,0.0
2,08127032,"Gerabronn, Stadt",reported_precincts,,4,
2,08127032,"Gerabronn, Stadt",total_precincts,,6,
2,08127032,"Gerabronn, Stadt",voters_total,1661,1074,587.0
2,08127032,"Gerabronn, Stadt",valid_votes,1642,1056,586.0
2,08127043,"Ilshofen, Stadt",reported_precincts,,0,
2,08127043,"Ilshofen, Stadt",total_precincts,,7,
2,08127043,"Ilshofen, Stadt",voters_total,371,0,371.0
2,08127043,"Ilshofen, Stadt",valid_votes,371,0,371.0
2,08127046,"Kirchberg an der Jagst, Stadt",reported_precincts,,3,
2,08127046,"Kirchberg an der Jagst, Stadt",total_precincts,,7,
2,08127046,"Kirchberg an der Jagst, Stadt",voters_total,762,507,255.0
2,08127046,"Kirchberg an der Jagst, Stadt",valid_votes,760,507,253.0
2,08127047,"Langenburg, Stadt",reported_precincts,,3,
2,08127047,"Langenburg, Stadt",total_precincts,,5,
2,08127047,"Langenburg, Stadt",voters_total,201,201,0.0
2,08127047,"Langenburg, Stadt",valid_votes,200,200,0.0
2,08127052,Mainhardt,reported_precincts,,2,
2,08127052,Mainhardt,total_precincts,,7,
2,08127052,Mainhardt,voters_total,1226,632,594.0
2,08127052,Mainhardt,valid_votes,1206,622,584.0
2,08127056,Michelbach an der Bilz,reported_precincts,,0,
2,08127056,Michelbach an der Bilz,total_precincts,,3,
2,08127056,Michelbach an der Bilz,voters_total,0,0,0.0
2,08127056,Michelbach an der Bilz,valid_votes,0,0,0.0
2,08127059,Michelfeld,reported_precincts,,4,
2,08127059,Michelfeld,total_precincts,,7,
2,08127059,Michelfeld,voters_total,1511,1217,294.0
2,08127059,Michelfeld,valid_votes,1500,1209,291.0
2,08127062,Oberrot,reported_precincts,,3,
2,08127062,Oberrot,total_precincts,,4,
2,08127062,Oberrot,voters_total,1805,1335,470.0
2,08127062,Oberrot,valid_votes,1792,1326,466.0
2,08127063,Obersontheim,reported_precincts,,0,
2,08127063,Obersontheim,total_precincts,,5,
2,08127063,Obersontheim,voters_total,0,0,0.0
2,08127063,Obersontheim,valid_votes,0,0,0.0
2,08127071,Rot am See,reported_precincts,,3,
2,08127071,Rot am See,total_precincts,,8,
2,08127071,Rot am See,voters_total,2367,1013,1354.0
2,08127071,Rot am See,valid_votes,2358,1011,1347.0
2,08127073,Satteldorf,reported_precincts,,6,
2,08127073,Satteldorf,total_precincts,,7,
2,08127073,Satteldorf,voters_total,1986,1986,0.0
2,08127073,Satteldorf,valid_votes,1976,1976,0.0
2,08127075,"Schrozberg, Stadt",reported_precincts,,4,
2,08127075,"Schrozberg, Stadt",total_precincts,,7,
2,08127075,"Schrozberg, Stadt",voters_total,1765,1391,374.0
2,08127075,"Schrozberg, Stadt",valid_votes,1756,1383,373.0
2,08127076,"Schwäbisch Hall, Stadt",reported_precincts,,4,
2,08127076,"Schwäbisch Hall, Stadt",total_precincts,,39,
2,08127076,"Schwäbisch Hall, Stadt",voters_total,2958,1400,1558.0
2,08127076,"Schwäbisch Hall, Stadt",valid_votes,2944,1398,1546.0
2,08127079,Sulzbach-Laufen,reported_precincts,,0,
2,08127079,Sulzbach-Laufen,total_precincts,,3,
2,08127079,Sulzbach-Laufen,voters_total,0,0,0.0
2,08127079,Sulzbach-Laufen,valid_votes,0,0,0.0
2,08127086,Untermünkheim,reported_precincts,,1,
2,08127086,Untermünkheim,total_precincts,,4,
2,08127086,Untermünkheim,voters_total,625,342,283.0
2,08127086,Untermünkheim,valid_votes,622,340,282.0
2,08127089,"Vellberg, Stadt",reported_precincts,,0,
2,08127089,"Vellberg, Stadt",total_precincts,,4,
2,08127089,"Vellberg, Stadt",voters_total,0,0,0.0
2,08127089,"Vellberg, Stadt",valid_votes,0,0,0.0
2,08127091,Wallhausen,reported_precincts,,0,
2,08127091,Wallhausen,total_precincts,,5,
2,08127091,Wallhausen,voters_total,0,0,0.0
2,08127091,Wallhausen,valid_votes,0,0,0.0
2,08127099,Wolpertshausen,reported_precincts,,0,
2,08127099,Wolpertshausen,total_precincts,,2,
2,08127099,Wolpertshausen,voters_total,0,0,0.0
2,08127099,Wolpertshausen,valid_votes,0,0,0.0
2,08127100,Rosengarten,reported_precincts,,3,
2,08127100,Rosengarten,total_precincts,,7,
2,08127100,Rosengarten,voters_total,350,350,0.0
2,08127100,Rosengarten,valid_votes,349,349,0.0
2,08127101,Kreßberg,reported_precincts,,2,
2,08127101,Kreßberg,total_precincts,,4,
2,08127101,Kreßberg,voters_total,1343,967,376.0
2,08127101,Kreßberg,valid_votes,1335,963,372.0
2,08127102,Fichtenau,reported_precincts,,3,
2,08127102,Fichtenau,total_precincts,,7,
2,08127102,Fichtenau,voters_total,1588,1075,513.0
2,08127102,Fichtenau,valid_votes,1580,1066,514.0
2,08127103,Frankenhardt,reported_precincts,,1,
2,08127103,Frankenhardt,total_precincts,,4,
2,08127103,Frankenhardt,voters_total,1087,363,724.0
2,08127103,Frankenhardt,valid_votes,1080,362,718.0
2,08127104,Stimpfach,reported_precincts,,2,
2,08127104,Stimpfach,total_precincts,,4,
2,08127104,Stimpfach,voters_total,746,746,0.0
2,08127104,Stimpfach,valid_votes,744,744,0.0
2,08128006,Assamstadt,reported_precincts,,0,
2,08128006,Assamstadt,total_precincts,,2,
2,08128006,Assamstadt,voters_total,0,0,0.0
2,08128006,Assamstadt,valid_votes,0,0,0.0
2,08128007,"Bad Mergentheim, Stadt",reported_precincts,,10,
2,08128007,"Bad Mergentheim, Stadt",total_precincts,,27,
2,08128007,"Bad Mergentheim, Stadt",voters_total,2432,2432,0.0
2,08128007,"Bad Mergentheim, Stadt",valid_votes,2413,2413,0.0
2,08128014,"Boxberg, Stadt",reported_precincts,,9,
2,08128014,"Boxberg, Stadt",total_precincts,,14,
2,08128014,"Boxberg, Stadt",voters_total,1503,1503,0.0
2,08128014,"Boxberg, Stadt",valid_votes,1485,1485,0.0
2,08128020,"Creglingen, Stadt",reported_precincts,,11,
2,08128020,"Creglingen, Stadt",total_precincts,,14,
2,08128020,"Creglingen, Stadt",voters_total,1281,1281,0.0
2,08128020,"Creglingen, Stadt",valid_votes,1271,1271,0.0
2,08128039,"Freudenberg, Stadt",reported_precincts,,3,
2,08128039,"Freudenberg, Stadt",total_precincts,,7,
2,08128039,"Freudenberg, Stadt",voters_total,288,288,0.0
2,08128039,"Freudenberg, Stadt",valid_votes,286,285,1.0
2,08128045,Großrinderfeld,reported_precincts,,2,
2,08128045,Großrinderfeld,total_precincts,,5,
2,08128045,Großrinderfeld,voters_total,396,396,0.0
2,08128045,Großrinderfeld,valid_votes,394,394,0.0
2,08128047,"Grünsfeld, Stadt",reported_precincts,,5,
2,08128047,"Grünsfeld, Stadt",total_precincts,,7,
2,08128047,"Grünsfeld, Stadt",voters_total,668,668,0.0
2,08128047,"Grünsfeld, Stadt",valid_votes,664,663,1.0
2,08128058,Igersheim,reported_precincts,,3,
2,08128058,Igersheim,total_precincts,,7,
2,08128058,Igersheim,voters_total,799,799,0.0
2,08128058,Igersheim,valid_votes,796,796,0.0
2,08128061,Königheim,reported_precincts,,5,
2,08128061,Königheim,total_precincts,,6,
2,08128061,Königheim,voters_total,1298,1298,0.0
2,08128061,Königheim,valid_votes,1286,1286,0.0
2,08128064,"Külsheim, Stadt",reported_precincts,,6,
2,08128064,"Külsheim, Stadt",total_precincts,,10,
2,08128064,"Külsheim, Stadt",voters_total,1252,1252,0.0
2,08128064,"Külsheim, Stadt",valid_votes,1241,1241,0.0
2,08128082,"Niederstetten, Stadt",reported_precincts,,3,
2,08128082,"Niederstetten, Stadt",total_precincts,,12,
2,08128082,"Niederstetten, Stadt",voters_total,253,253,0.0
2,08128082,"Niederstetten, Stadt",valid_votes,249,247,2.0
2,08128115,"Tauberbischofsheim, Stadt",reported_precincts,,9,
2,08128115,"Tauberbischofsheim, Stadt",total_precincts,,18,
2,08128115,"Tauberbischofsheim, Stadt",voters_total,2379,2379,0.0
2,08128115,"Tauberbischofsheim, Stadt",valid_votes,2360,2360,0.0
2,08128126,"Weikersheim, Stadt",reported_precincts,,7,
2,08128126,"Weikersheim, Stadt",total_precincts,,11,
2,08128126,"Weikersheim, Stadt",voters_total,1538,1538,0.0
2,08128126,"Weikersheim, Stadt",valid_votes,1519,1519,0.0
2,08128128,Werbach,reported_precincts,,6,
2,08128128,Werbach,total_precincts,,7,
2,08128128,Werbach,voters_total,1420,1420,0.0
2,08128128,Werbach,valid_votes,1405,1405,0.0
2,08128131,"Wertheim, Stadt",reported_precincts,,14,
2,08128131,"Wertheim, Stadt",total_precincts,,26,
2,08128131,"Wertheim, Stadt",voters_total,3513,3513,0.0
2,08128131,"Wertheim, Stadt",valid_votes,3496,3496,0.0
2,08128137,Wittighausen,reported_precincts,,0,
2,08128137,Wittighausen,total_precincts,,4,
2,08128137,Wittighausen,voters_total,0,0,0.0
2,08128137,Wittighausen,valid_votes,0,0,0.0
2,08128138,Ahorn,reported_precincts,,3,
2,08128138,Ahorn,total_precincts,,6,
2,08128138,Ahorn,voters_total,698,698,0.0
2,08128138,Ahorn,valid_votes,697,697,0.0
2,08128139,"Lauda-Königshofen, Stadt",reported_precincts,,11,
2,08128139,"Lauda-Königshofen, Stadt",total_precincts,,21,
2,08128139,"Lauda-Königshofen, Stadt",voters_total,2199,2571,-372.0
2,08128139,"Lauda-Königshofen, Stadt",valid_votes,2183,2552,-369.0
2,08135010,Dischingen,reported_precincts,,7,
2,08135010,Dischingen,total_precincts,,9,
2,08135010,Dischingen,voters_total,1607,1607,0.0
2,08135010,Dischingen,valid_votes,1592,1592,0.0
2,08135015,Gerstetten,reported_precincts,,2,
2,08135015,Gerstetten,total_precincts,,13,
2,08135015,Gerstetten,voters_total,802,802,0.0
2,08135015,Gerstetten,valid_votes,800,800,0.0
2,08135016,"Giengen an der Brenz, Stadt",reported_precincts,,21,
2,08135016,"Giengen an der Brenz, Stadt",total_precincts,,30,
2,08135016,"Giengen an der Brenz, Stadt",voters_total,5835,4906,929.0
2,08135016,"Giengen an der Brenz, Stadt",valid_votes,5787,4861,926.0
2,08135019,"Heidenheim an der Brenz, Stadt",reported_precincts,,20,
2,08135019,"Heidenheim an der Brenz, Stadt",total_precincts,,43,
2,08135019,"Heidenheim an der Brenz, Stadt",voters_total,9966,8233,1733.0
2,08135019,"Heidenheim an der Brenz, Stadt",valid_votes,9903,8175,1728.0
2,08135020,"Herbrechtingen, Stadt",reported_precincts,,5,
2,08135020,"Herbrechtingen, Stadt",total_precincts,,14,
2,08135020,"Herbrechtingen, Stadt",voters_total,2800,1794,1006.0
2,08135020,"Herbrechtingen, Stadt",valid_votes,2790,1788,1002.0
2,08135021,Hermaringen,reported_precincts,,0,
2,08135021,Hermaringen,total_precincts,,3,
2,08135021,Hermaringen,voters_total,0,0,0.0
2,08135021,Hermaringen,valid_votes,0,0,0.0
2,08135025,Königsbronn,reported_precincts,,7,
2,08135025,Königsbronn,total_precincts,,11,
2,08135025,Königsbronn,voters_total,2739,2179,560.0
2,08135025,Königsbronn,valid_votes,2729,2173,556.0
2,08135026,Nattheim,reported_precincts,,4,
2,08135026,Nattheim,total_precincts,,12,
2,08135026,Nattheim,voters_total,967,967,0.0
2,08135026,Nattheim,valid_votes,955,955,0.0
2,08135027,"Niederstotzingen, Stadt",reported_precincts,,4,
2,08135027,"Niederstotzingen, Stadt",total_precincts,,7,
2,08135027,"Niederstotzingen, Stadt",voters_total,1327,1327,0.0
2,08135027,"Niederstotzingen, Stadt",valid_votes,1316,1316,0.0
2,08135031,Sontheim an der Brenz,reported_precincts,,6,
2,08135031,Sontheim an der Brenz,total_precincts,,8,
2,08135031,Sontheim an der Brenz,voters_total,1961,1961,0.0
2,08135031,Sontheim an der Brenz,valid_votes,1945,1945,0.0
2,08135032,Steinheim am Albuch,reported_precincts,,5,
2,08135032,Steinheim am Albuch,total_precincts,,13,
2,08135032,Steinheim am Albuch,voters_total,1733,1733,0.0
2,08135032,Steinheim am Albuch,valid_votes,1724,1724,0.0
2,08136002,Abtsgmünd,reported_precincts,,1,
2,08136002,Abtsgmünd,total_precincts,,8,
2,08136002,Abtsgmünd,voters_total,475,475,0.0
2,08136002,Abtsgmünd,valid_votes,996,473,523.0
2,08136003,Adelmannsfelden,reported_precincts,,0,
2,08136003,Adelmannsfelden,total_precincts,,2,
2,08136003,Adelmannsfelden,voters_total,0,0,0.0
2,08136003,Adelmannsfelden,valid_votes,0,0,0.0
2,08136007,Bartholomä,reported_precincts,,0,
2,08136007,Bartholomä,total_precincts,,2,
2,08136007,Bartholomä,voters_total,0,0,0.0
2,08136007,Bartholomä,valid_votes,0,0,0.0
2,08136009,Böbingen an der Rems,reported_precincts,,1,
2,08136009,Böbingen an der Rems,total_precincts,,4,
2,08136009,Böbingen an der Rems,voters_total,1186,602,584.0
2,08136009,Böbingen an der Rems,valid_votes,1176,596,580.0
2,08136010,"Bopfingen, Stadt",reported_precincts,,6,
2,08136010,"Bopfingen, Stadt",total_precincts,,12,
2,08136010,"Bopfingen, Stadt",voters_total,2582,1890,692.0
2,08136010,"Bopfingen, Stadt",valid_votes,2544,1868,676.0
2,08136015,Durlangen,reported_precincts,,0,
2,08136015,Durlangen,total_precincts,,2,
2,08136015,Durlangen,voters_total,0,0,0.0
2,08136015,Durlangen,valid_votes,0,0,0.0
2,08136018,Ellenberg,reported_precincts,,0,
2,08136018,Ellenberg,total_precincts,,2,
2,08136018,Ellenberg,voters_total,0,0,0.0
2,08136018,Ellenberg,valid_votes,0,0,0.0
2,08136019,"Ellwangen (Jagst), Stadt",reported_precincts,,3,
2,08136019,"Ellwangen (Jagst), Stadt",total_precincts,,25,
2,08136019,"Ellwangen (Jagst), Stadt",voters_total,1862,1136,726.0
2,08136019,"Ellwangen (Jagst), Stadt",valid_votes,1849,1131,718.0
2,08136020,Eschach,reported_precincts,,0,
2,08136020,Eschach,total_precincts,,2,
2,08136020,Eschach,voters_total,0,0,0.0
2,08136020,Eschach,valid_votes,0,0,0.0
2,08136021,Essingen,reported_precincts,,2,
2,08136021,Essingen,total_precincts,,8,
2,08136021,Essingen,voters_total,1004,1004,0.0
2,08136021,Essingen,valid_votes,992,996,-4.0
2,08136024,Göggingen,reported_precincts,,0,
2,08136024,Göggingen,total_precincts,,3,
2,08136024,Göggingen,voters_total,509,0,509.0
2,08136024,Göggingen,valid_votes,995,0,995.0
2,08136027,Gschwend,reported_precincts,,3,
2,08136027,Gschwend,total_precincts,,8,
2,08136027,Gschwend,voters_total,928,626,302.0
2,08136027,Gschwend,valid_votes,995,621,374.0
2,08136028,"Heubach, Stadt",reported_precincts,,4,
2,08136028,"Heubach, Stadt",total_precincts,,9,
2,08136028,"Heubach, Stadt",voters_total,2241,1719,522.0
2,08136028,"Heubach, Stadt",valid_votes,2224,1710,514.0
2,08136029,Heuchlingen,reported_precincts,,0,
2,08136029,Heuchlingen,total_precincts,,2,
2,08136029,Heuchlingen,voters_total,0,0,0.0
2,08136029,Heuchlingen,valid_votes,0,0,0.0
2,08136033,Hüttlingen,reported_precincts,,0,
2,08136033,Hüttlingen,total_precincts,,4,
2,08136033,Hüttlingen,voters_total,0,0,0.0
2,08136033,Hüttlingen,valid_votes,0,0,0.0
2,08136034,Iggingen,reported_precincts,,0,
2,08136034,Iggingen,total_precincts,,2,
2,08136034,Iggingen,voters_total,0,0,0.0
2,08136034,Iggingen,valid_votes,0,0,0.0
2,08136035,Jagstzell,reported_precincts,,0,
2,08136035,Jagstzell,total_precincts,,2,
2,08136035,Jagstzell,voters_total,0,0,0.0
2,08136035,Jagstzell,valid_votes,0,0,0.0
2,08136037,Kirchheim am Ries,reported_precincts,,2,
2,08136037,Kirchheim am Ries,total_precincts,,4,
2,08136037,Kirchheim am Ries,voters_total,598,241,357.0
2,08136037,Kirchheim am Ries,valid_votes,979,236,743.0
2,08136038,"Lauchheim, Stadt",reported_precincts,,1,
2,08136038,"Lauchheim, Stadt",total_precincts,,6,
2,08136038,"Lauchheim, Stadt",voters_total,493,263,230.0
2,08136038,"Lauchheim, Stadt",valid_votes,996,262,734.0
2,08136040,Leinzell,reported_precincts,,0,
2,08136040,Leinzell,total_precincts,,2,
2,08136040,Leinzell,voters_total,0,0,0.0
2,08136040,Leinzell,valid_votes,0,0,0.0
2,08136042,"Lorch, Stadt",reported_precincts,,3,
2,08136042,"Lorch, Stadt",total_precincts,,11,
2,08136042,"Lorch, Stadt",voters_total,2027,944,1083.0
2,08136042,"Lorch, Stadt",valid_votes,2008,940,1068.0
2,08136043,Mögglingen,reported_precincts,,0,
2,08136043,Mögglingen,total_precincts,,4,
2,08136043,Mögglingen,voters_total,0,0,0.0
2,08136043,Mögglingen,valid_votes,0,0,0.0
2,08136044,Mutlangen,reported_precincts,,1,
2,08136044,Mutlangen,total_precincts,,6,
2,08136044,Mutlangen,voters_total,1347,431,916.0
2,08136044,Mutlangen,valid_votes,1342,430,912.0
2,08136045,"Neresheim, Stadt",reported_precincts,,6,
2,08136045,"Neresheim, Stadt",total_precincts,,11,
2,08136045,"Neresheim, Stadt",voters_total,2995,2618,377.0
2,08136045,"Neresheim, Stadt",valid_votes,2969,2597,372.0
2,08136046,Neuler,reported_precincts,,1,
2,08136046,Neuler,total_precincts,,4,
2,08136046,Neuler,voters_total,593,593,0.0
2,08136046,Neuler,valid_votes,992,588,404.0
2,08136049,Obergröningen,reported_precincts,,2,
2,08136049,Obergröningen,total_precincts,,2,
2,08136049,Obergröningen,voters_total,711,268,443.0
2,08136049,Obergröningen,valid_votes,996,267,729.0
2,08136050,"Oberkochen, Stadt",reported_precincts,,3,
2,08136050,"Oberkochen, Stadt",total_precincts,,9,
2,08136050,"Oberkochen, Stadt",voters_total,1079,759,320.0
2,08136050,"Oberkochen, Stadt",valid_votes,1073,754,319.0
2,08136060,Rosenberg,reported_precincts,,0,
2,08136060,Rosenberg,total_precincts,,4,
2,08136060,Rosenberg,voters_total,0,0,0.0
2,08136060,Rosenberg,valid_votes,0,0,0.0
2,08136061,Ruppertshofen,reported_precincts,,0,
2,08136061,Ruppertshofen,total_precincts,,2,
2,08136061,Ruppertshofen,voters_total,0,0,0.0
2,08136061,Ruppertshofen,valid_votes,0,0,0.0
2,08136062,Schechingen,reported_precincts,,0,
2,08136062,Schechingen,total_precincts,,2,
2,08136062,Schechingen,voters_total,0,0,0.0
2,08136062,Schechingen,valid_votes,0,0,0.0
2,08136065,"Schwäbisch Gmünd, Stadt",reported_precincts,,27,
2,08136065,"Schwäbisch Gmünd, Stadt",total_precincts,,60,
2,08136065,"Schwäbisch Gmünd, Stadt",voters_total,12004,9529,2475.0
2,08136065,"Schwäbisch Gmünd, Stadt",valid_votes,11868,9462,2406.0
2,08136066,Spraitbach,reported_precincts,,0,
2,08136066,Spraitbach,total_precincts,,3,
2,08136066,Spraitbach,voters_total,0,0,0.0
2,08136066,Spraitbach,valid_votes,0,0,0.0
2,08136068,Stödtlen,reported_precincts,,0,
2,08136068,Stödtlen,total_precincts,,2,
2,08136068,Stödtlen,voters_total,0,0,0.0
2,08136068,Stödtlen,valid_votes,0,0,0.0
2,08136070,Täferrot,reported_precincts,,1,
2,08136070,Täferrot,total_precincts,,2,
2,08136070,Täferrot,voters_total,564,432,132.0
2,08136070,Täferrot,valid_votes,993,429,564.0
2,08136071,Tannhausen,reported_precincts,,0,
2,08136071,Tannhausen,total_precincts,,2,
2,08136071,Tannhausen,voters_total,0,0,0.0
2,08136071,Tannhausen,valid_votes,0,0,0.0
2,08136075,Unterschneidheim,reported_precincts,,9,
2,08136075,Unterschneidheim,total_precincts,,10,
2,08136075,Unterschneidheim,voters_total,2131,2131,0.0
2,08136075,Unterschneidheim,valid_votes,2115,2110,5.0
2,08136079,Waldstetten,reported_precincts,,2,
2,08136079,Waldstetten,total_precincts,,6,
2,08136079,Waldstetten,voters_total,1083,1083,0.0
2,08136079,Waldstetten,valid_votes,1077,1076,1.0
2,08136082,Westhausen,reported_precincts,,2,
2,08136082,Westhausen,total_precincts,,6,
2,08136082,Westhausen,voters_total,803,803,0.0
2,08136082,Westhausen,valid_votes,996,800,196.0
2,08136084,Wört,reported_precincts,,0,
2,08136084,Wört,total_precincts,,2,
2,08136084,Wört,voters_total,0,0,0.0
2,08136084,Wört,valid_votes,0,0,0.0
2,08136087,Riesbürg,reported_precincts,,4,
2,08136087,Riesbürg,total_precincts,,4,
2,08136087,Riesbürg,voters_total,1180,1180,0.0
2,08136087,Riesbürg,valid_votes,1170,1173,-3.0
2,08136088,"Aalen, Stadt",reported_precincts,,13,
2,08136088,"Aalen, Stadt",total_precincts,,60,
2,08136088,"Aalen, Stadt",voters_total,6544,5494,1050.0
2,08136088,"Aalen, Stadt",valid_votes,6493,5456,1037.0
2,08136089,Rainau,reported_precincts,,0,
2,08136089,Rainau,total_precincts,,4,
2,08136089,Rainau,voters_total,0,0,0.0
2,08136089,Rainau,valid_votes,0,0,0.0
2,08211000,"Baden-Baden, Stadt",reported_precincts,,10,
2,08211000,"Baden-Baden, Stadt",total_precincts,,60,
2,08211000,"Baden-Baden, Stadt",voters_total,4233,2764,1469.0
2,08211000,"Baden-Baden, Stadt",valid_votes,4179,2742,1437.0
2,08212000,Karlsruhe-Stadt,reported_precincts,,,
2,08212000,Karlsruhe-Stadt,total_precincts,,,
2,08212000,Karlsruhe-Stadt,voters_total,,,
2,08212000,Karlsruhe-Stadt,valid_votes,,,
2,08215007,"Bretten, Stadt",reported_precincts,,10,
2,08215007,"Bretten, Stadt",total_precincts,,29,
2,08215007,"Bretten, Stadt",voters_total,4970,3629,1341.0
2,08215007,"Bretten, Stadt",valid_votes,4906,3604,1302.0
2,08215009,"Bruchsal, Stadt",reported_precincts,,6,
2,08215009,"Bruchsal, Stadt",total_precincts,,41,
2,08215009,"Bruchsal, Stadt",voters_total,3643,2707,936.0
2,08215009,"Bruchsal, Stadt",valid_votes,3618,2696,922.0
2,08215017,"Ettlingen, Stadt",reported_precincts,,8,
2,08215017,"Ettlingen, Stadt",total_precincts,,51,
2,08215017,"Ettlingen, Stadt",voters_total,3303,2637,666.0
2,08215017,"Ettlingen, Stadt",valid_votes,3276,2625,651.0
2,08215021,Forst,reported_precincts,,0,
2,08215021,Forst,total_precincts,,8,
2,08215021,Forst,voters_total,0,0,0.0
2,08215021,Forst,valid_votes,0,0,0.0
2,08215025,Gondelsheim,reported_precincts,,0,
2,08215025,Gondelsheim,total_precincts,,4,
2,08215025,Gondelsheim,voters_total,0,0,0.0
2,08215025,Gondelsheim,valid_votes,0,0,0.0
2,08215029,Hambrücken,reported_precincts,,0,
2,08215029,Hambrücken,total_precincts,,6,
2,08215029,Hambrücken,voters_total,512,0,512.0
2,08215029,Hambrücken,valid_votes,986,0,986.0
2,08215039,Kronau,reported_precincts,,0,
2,08215039,Kronau,total_precincts,,6,
2,08215039,Kronau,voters_total,0,0,0.0
2,08215039,Kronau,valid_votes,0,0,0.0
2,08215040,Kürnbach,reported_precincts,,0,
2,08215040,Kürnbach,total_precincts,,3,
2,08215040,Kürnbach,voters_total,0,0,0.0
2,08215040,Kürnbach,valid_votes,0,0,0.0
2,08215046,Malsch,reported_precincts,,1,
2,08215046,Malsch,total_precincts,,18,
2,08215046,Malsch,voters_total,480,480,0.0
2,08215046,Malsch,valid_votes,994,477,517.0
2,08215047,Marxzell,reported_precincts,,2,
2,08215047,Marxzell,total_precincts,,6,
2,08215047,Marxzell,voters_total,848,848,0.0
2,08215047,Marxzell,valid_votes,996,845,151.0
2,08215059,"Oberderdingen, Stadt",reported_precincts,,0,
